ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
1134,Emerson,27,1.76,Itália,Lateral Esquerdo,N.E.,27,0,2,esquerdo,Chelsea FC,Premier League,14000000
1135,Marcos Alonso,31,1.89,Espanha,Lateral Esquerdo,LIAN Sports Group,9,0,1,esquerdo,Chelsea FC,Premier League,12000000
1136,Abdul-Rahman Baba,28,1.79,Gana,Lateral Esquerdo,SPOCS Global Sports,46,1,2,esquerdo,Chelsea FC,Premier League,2200000
1137,Reece James,22,1.8,Inglaterra,Lateral Direito,Unique Sports Group,13,0,3,direito,Chelsea FC,Premier League,60000000
1138,César Azpilicueta,32,1.78,Espanha,Lateral Direito,N.E.,40,1,1,,Chelsea FC,Premier League,9000000
1139,Jorginho,30,1.8,Itália,Médio Defensivo,N.E.,44,5,1,,Chelsea FC,Premier League,40000000
1140,N'Golo Kanté,31,1.68,França,Médio Defensivo,N.E.,53,2,1,,Chelsea FC,Premier League,40000000
1141,Mateo Kovacic,28,1.76,Croácia,Médio Centro,Venture Partners,81,3,2,,Chelsea FC,Premier League,42000000
1142,Conor Gallagher,22,1.82,Inglaterra,Médio Centro,N.E.,4,0,3,direito,Chelsea FC,Premier League,25000000
1143,Ruben Loftus-Cheek,26,1.9,Inglaterra,Médio Centro,ICM Stellar Sports,10,0,2,direito,Chelsea FC,Premier League,20000000
1144,Billy Gilmour,21,1.7,Escócia,Médio Centro,ICM Stellar Sports,15,0,2,direito,Chelsea FC,Premier League,12000000
1145,Ross Barkley,28,1.85,Inglaterra,Médio Centro,N.E.,33,6,1,,Chelsea FC,Premier League,12000000
1146,Kenedy,26,1.82,Brasil,Médio Esquerdo,N.E.,2,0,1,esquerdo,Chelsea FC,Premier League,7000000
1147,Mason Mount,23,1.8,Inglaterra,Médio Ofensivo,N.E.,31,4,2,direito,Chelsea FC,Premier League,75000000
1148,Kai Havertz,23,1.9,Alemanha,Médio Ofensivo,N.E.,28,8,3,esquerdo,Chelsea FC,Premier League,70000000
1149,Hakim Ziyech,29,1.81,Marrocos,Médio Ofensivo,N.E.,40,17,3,esquerdo,Chelsea FC,Premier League,28000000
1150,Tino Anjorin,20,1.86,Inglaterra,Médio Ofensivo,N.E.,2,1,3,direito,Chelsea FC,Premier League,3000000
1151,Christian Pulisic,23,1.77,Estados Unidos,Extremo Direito,N.E.,50,21,2,direito,Chelsea FC,Premier League,42000000
1152,Callum Hudson-Odoi,21,1.77,Inglaterra,Extremo Direito,N.E.,3,0,2,direito,Chelsea FC,Premier League,25000000
1153,Timo Werner,26,1.8,Alemanha,Ponta de Lança,Sports360 GmbH,53,24,3,direito,Chelsea FC,Premier League,35000000
1154,Armando Broja,20,1.91,Albânia,Ponta de Lança,N.E.,14,4,4,direito,Chelsea FC,Premier League,22000000
1155,Michy Batshuayi,28,1.85,Bélgica,Ponta de Lança,Sport Cover,45,25,1,,Chelsea FC,Premier League,10000000
1156,Aaron Ramsdale,24,1.9,Inglaterra,Guarda-Redes,N.E.,3,0,3,direito,FC Arsenal,Premier League,28000000
1157,Bernd Leno,30,1.9,Alemanha,Guarda-Redes,N.E.,9,0,1,,FC Arsenal,Premier League,9000000
1158,Matt Turner,28,1.91,Estados Unidos,Guarda-Redes,N.E.,18,0,3,,FC Arsenal,Premier League,5000000
1159,Arthur Okonkwo,20,1.96,Inglaterra,Guarda-Redes,ARETÉ,4,0,2,direito,FC Arsenal,Premier League,1500000
1160,Rúnar Alex Rúnarsson,27,1.86,Islândia,Guarda-Redes,ICM Stellar Sports,17,0,2,direito,FC Arsenal,Premier League,1200000
1161,Ben White,24,1.86,Inglaterra,Defesa Central,N.E.,4,0,4,direito,FC Arsenal,Premier League,40000000
1162,Gabriel,24,1.9,Brasil,Defesa Central,N.E.,0,0,3,esquerdo,FC Arsenal,Premier League,38000000
1163,William Saliba,21,1.92,França,Defesa Central,N.E.,5,0,2,direito,FC Arsenal,Premier League,30000000
1164,Rob Holding,26,1.89,Inglaterra,Defesa Central,ICM Stellar Sports,5,0,2,direito,FC Arsenal,Premier League,10000000
1165,Pablo Marí,28,1.93,Espanha,Defesa Central,N.E.,,,2,esquerdo,FC Arsenal,Premier League,5000000
1166,Kieran Tierney,25,1.8,Escócia,Lateral Esquerdo,ICM Stellar Sports,32,1,4,esquerdo,FC Arsenal,Premier League,32000000
1167,Nuno Tavares,22,1.84,Portugal,Lateral Esquerdo,N.E.,8,1,3,esquerdo,FC Arsenal,Premier League,15000000
1168,Takehiro Tomiyasu,23,1.88,Japão,Lateral Direito,N.E.,28,1,3,direito,FC Arsenal,Premier League,25000000
1169,Héctor Bellerín,27,1.77,Espanha,Lateral Direito,N.E.,4,0,1,,FC Arsenal,Premier League,20000000
1170,Cédric Soares,30,1.71,Portugal,Lateral Direito,N.E.,34,1,2,,FC Arsenal,Premier League,6000000
1171,Thomas Partey,29,1.85,Gana,Médio Defensivo,N.E.,40,13,3,direito,FC Arsenal,Premier League,38000000
1172,Lucas Torreira,26,1.66,Uruguai,Médio Defensivo,N.E.,39,0,1,direito,FC Arsenal,Premier League,20000000
1173,Granit Xhaka,29,1.86,Suiça,Médio Defensivo,N.E.,104,12,2,,FC Arsenal,Premier League,20000000
1174,Mohamed Elneny,29,1.79,Egito,Médio Defensivo,N.E.,91,8,1,direito,FC Arsenal,Premier League,11000000
1175,Albert Sambi Lokonga,22,1.83,Bélgica,Médio Centro,N.E.,1,0,4,direito,FC Arsenal,Premier League,14000000
1176,Bukayo Saka,20,1.78,Inglaterra,Médio Direito,N.E.,18,4,2,esquerdo,FC Arsenal,Premier League,65000000
1177,Ainsley Maitland-Niles,24,1.8,Inglaterra,Médio Direito,N.E.,5,0,1,direito,FC Arsenal,Premier League,10000000
1178,Martin Ødegaard,23,1.78,Noruega,Médio Ofensivo,N.E.,43,2,3,esquerdo,FC Arsenal,Premier League,45000000
1179,Emile Smith Rowe,21,1.82,Inglaterra,Médio Ofensivo,N.E.,4,1,4,direito,FC Arsenal,Premier League,40000000
1180,Fábio Vieira,22,1.7,Portugal,Médio Ofensivo,Gestifute,21,13,5,esquerdo,FC Arsenal,Premier League,25000000
1181,Gabriel Martinelli,21,1.76,Brasil,Extremo Esquerdo,TFM Agency,3,0,2,direito,FC Arsenal,Premier League,40000000
1182,Nicolas Pépé,27,1.83,Costa do Marfim,Extremo Direito,N.E.,34,9,2,esquerdo,FC Arsenal,Premier League,25000000
1183,Marquinhos,19,1.75,Brasil,Extremo Direito,TFM Agency,3,0,,esquerdo,FC Arsenal,Premier League,7000000
1184,Reiss Nelson,22,1.75,Inglaterra,Extremo Direito,N.E.,12,6,1,direito,FC Arsenal,Premier League,6500000
1185,Gabriel Jesus,25,1.75,Brasil,Ponta de Lança,N.E.,56,19,5,direito,FC Arsenal,Premier League,50000000
1186,Eddie Nketiah,23,1.75,Inglaterra,Ponta de Lança,N.E.,17,16,5,direito,FC Arsenal,Premier League,16000000
1187,David de Gea,31,1.89,Espanha,Guarda-Redes,N.E.,45,0,1,,Manchester United FC,Premier League,15000000
1188,Tom Heaton,36,1.88,Inglaterra,Guarda-Redes,N.E.,3,0,1,,Manchester United FC,Premier League,800000
1189,Raphaël Varane,29,1.91,França,Defesa Central,N.E.,86,5,3,,Manchester United FC,Premier League,48000000
1190,Harry Maguire,29,1.94,Inglaterra,Defesa Central,N.E.,46,7,3,direito,Manchester United FC,Premier League,38000000
1191,Victor Lindelöf,27,1.87,Suécia,Defesa Central,N.E.,52,3,2,,Manchester United FC,Premier League,22000000
1192,Axel Tuanzebe,24,1.85,Inglaterra,Defesa Central,N.E.,1,0,1,direito,Manchester United FC,Premier League,7000000
1193,Eric Bailly,28,1.87,Costa do Marfim,Defesa Central,N.E.,46,2,2,direito,Manchester United FC,Premier League,6000000
1194,Phil Jones,30,1.85,Inglaterra,Defesa Central,N.E.,27,0,1,direito,Manchester United FC,Premier League,3000000
1195,Teden Mengi,20,1.86,Inglaterra,Defesa Central,ICM Stellar Sports,1,0,2,direito,Manchester United FC,Premier League,2000000
1196,Luke Shaw,26,1.78,Inglaterra,Lateral Esquerdo,ICM Stellar Sports,21,2,1,esquerdo,Manchester United FC,Premier League,38000000
1197,Alex Telles,29,1.81,Brasil,Lateral Esquerdo,N.E.,6,0,2,esquerdo,Manchester United FC,Premier League,18000000
1198,Tyrell Malacia,22,1.69,Holanda,Lateral Esquerdo,N.E.,5,0,4,esquerdo,Manchester United FC,Premier League,17000000
1199,Brandon Williams,21,1.8,Inglaterra,Lateral Esquerdo,N.E.,1,0,2,direito,Manchester United FC,Premier League,12000000
1200,Álvaro Fernandez,19,1.86,Espanha,Lateral Esquerdo,N.E.,2,0,1,esquerdo,Manchester United FC,Premier League,2000000
1201,Aaron Wan-Bissaka,24,1.83,Inglaterra,Lateral Direito,Unique Sports Group,0,0,2,direito,Manchester United FC,Premier League,25000000
1202,Diogo Dalot,23,1.83,Portugal,Lateral Direito,Proeleven S.A.,5,0,1,direito,Manchester United FC,Premier League,20000000
1203,Scott McTominay,25,1.91,Escócia,Médio Defensivo,N.E.,34,1,3,direito,Manchester United FC,Premier League,32000000
1204,James Garner,21,1.82,Inglaterra,Médio Defensivo,N.E.,4,0,2,direito,Manchester United FC,Premier League,7000000
1205,Donny van de Beek,25,1.84,Holanda,Médio Centro,N.E.,19,3,3,direito,Manchester United FC,Premier League,25000000
1206,Fred,29,1.69,Brasil,Médio Centro,N.E.,27,0,1,esquerdo,Manchester United FC,Premier League,20000000
1207,Bruno Fernandes,27,1.79,Portugal,Médio Ofensivo,MRP.POSITIONUMBER,46,8,4,direito,Manchester United FC,Premier League,85000000
1208,Andreas Pereira,26,1.78,Brasil,Médio Ofensivo,N.E.,1,0,1,direito,Manchester United FC,Premier League,7500000
1209,Hannibal Mejbri,19,1.84,Tunísia,Médio Ofensivo,N.E.,16,0,4,direito,Manchester United FC,Premier League,6000000
1210,Jadon Sancho,22,1.8,Inglaterra,Extremo Esquerdo,N.E.,23,3,4,direito,Manchester United FC,Premier League,75000000
1211,Marcus Rashford,24,1.85,Inglaterra,Extremo Esquerdo,N.E.,46,12,1,,Manchester United FC,Premier League,60000000
1212,Anthony Elanga,20,1.78,Suécia,Extremo Esquerdo,ICM Stellar Sports,5,1,4,direito,Manchester United FC,Premier League,20000000
1213,Alejandro Garnacho,18,1.8,Argentina,Extremo Esquerdo,N.E.,4,4,1,direito,Manchester United FC,Premier League,2000000
1214,Amad Diallo,19,1.73,Costa do Marfim,Extremo Direito,N.E.,4,0,3,esquerdo,Manchester United FC,Premier League,15000000
1215,Shola Shoretire,18,1.71,Inglaterra,Extremo Direito,Gestifute,4,0,,direito,Manchester United FC,Premier League,4000000
1216,Tahith Chong,22,1.85,Holanda,Extremo Direito,ICM Stellar Sports,6,0,1,esquerdo,Manchester United FC,Premier League,3500000
1217,Facundo Pellistri,20,1.74,Uruguai,Extremo Direito,N.E.,6,0,3,direito,Manchester United FC,Premier League,2500000
1218,Mason Greenwood,20,1.81,Inglaterra,Extremo Direito,N.E.,1,0,3,,Manchester United FC,Premier League,0
1219,Cristiano Ronaldo,37,1.87,Portugal,Ponta de Lança,Gestifute,189,117,1,,Manchester United FC,Premier League,30000000
1220,Anthony Martial,26,1.81,França,Ponta de Lança,N.E.,30,2,2,,Manchester United FC,Premier League,16000000
1221,Danny Ward,29,1.89,País de Gales,Guarda-Redes,ICM Stellar Sports,26,0,3,,Leicester City FC,Premier League,6000000
1222,Kasper Schmeichel,35,1.89,Dinamarca,Guarda-Redes,P&P Sport ...,84,0,1,direito,Leicester City FC,Premier League,4000000
1223,Wesley Fofana,21,1.9,França,Defesa Central,N.E.,5,0,5,direito,Leicester City FC,Premier League,40000000
1224,Caglar Söyüncü,26,1.87,Turquia,Defesa Central,N.E.,48,2,1,,Leicester City FC,Premier League,40000000
1225,Jannik Vestergaard,29,1.99,Dinamarca,Defesa Central,Unique Sports Group,35,2,2,,Leicester City FC,Premier League,13000000
1226,Daniel Amartey,27,1.86,Gana,Defesa Central,N.E.,41,0,1,direito,Leicester City FC,Premier League,10000000
1227,Jonny Evans,34,1.88,Irlanda do Norte,Defesa Central,N.E.,91,4,1,,Leicester City FC,Premier League,4000000
1228,Luke Thomas,21,1.81,Inglaterra,Lateral Esquerdo,N.E.,6,0,2,esquerdo,Leicester City FC,Premier League,12000000
1229,Ryan Bertrand,32,1.79,Inglaterra,Lateral Esquerdo,N.E.,19,1,1,,Leicester City FC,Premier League,3000000
1230,Timothy Castagne,26,1.85,Bélgica,Lateral Direito,N.E.,24,2,3,direito,Leicester City FC,Premier League,28000000
1231,James Justin,24,1.83,Inglaterra,Lateral Direito,ICM Stellar Sports,1,0,4,direito,Leicester City FC,Premier League,25000000
1232,Ricardo Pereira,28,1.75,Portugal,Lateral Direito,Gestifute,7,0,4,direito,Leicester City FC,Premier League,20000000
1233,Wilfred Ndidi,25,1.83,Nigéria,Médio Defensivo,N.E.,47,0,2,direito,Leicester City FC,Premier League,60000000
1234,Boubakary Soumaré,23,1.88,França,Médio Defensivo,N.E.,14,0,4,direito,Leicester City FC,Premier League,25000000
1235,Nampalys Mendy,30,1.67,Senegal,Médio Defensivo,N.E.,17,0,1,direito,Leicester City FC,Premier League,4000000
1236,Youri Tielemans,25,1.76,Bélgica,Médio Centro,N.E.,52,5,1,direito,Leicester City FC,Premier League,55000000
1237,Dennis Praet,28,1.81,Bélgica,Médio Centro,N.E.,15,2,2,direito,Leicester City FC,Premier League,13000000
1238,Kiernan Dewsbury-Hall,23,1.78,Inglaterra,Médio Centro,N.E.,,,5,esquerdo,Leicester City FC,Premier League,8000000
1239,Hamza Choudhury,24,1.78,Inglaterra,Médio Centro,N.E.,7,0,1,direito,Leicester City FC,Premier League,4000000
1240,Marc Albrighton,32,1.75,Inglaterra,Médio Direito,N.E.,8,1,2,direito,Leicester City FC,Premier League,2500000
1241,Harvey Barnes,24,1.82,Inglaterra,Médio Esquerdo,N.E.,1,0,3,direito,Leicester City FC,Premier League,32000000
1242,James Maddison,25,1.75,Inglaterra,Médio Ofensivo,N.E.,1,0,2,direito,Leicester City FC,Premier League,50000000
1243,Ayoze Pérez,28,1.78,Espanha,Segundo Avançado,N.E.,2,0,1,direito,Leicester City FC,Premier League,10000000
1244,Kelechi Iheanacho,25,1.85,Nigéria,Ponta de Lança,ICM Stellar Sports,42,11,2,esquerdo,Leicester City FC,Premier League,20000000
1245,Patson Daka,23,1.83,Zâmbia,Ponta de Lança,N.E.,31,9,4,direito,Leicester City FC,Premier League,20000000
1246,Jamie Vardy,35,1.79,Inglaterra,Ponta de Lança,N.E.,26,7,1,,Leicester City FC,Premier League,5000000
1247,Emiliano Martínez,29,1.95,Argentina,Guarda-Redes,N.E.,17,0,5,direito,Aston Villa FC,Premier League,28000000
1248,Robin Olsen,32,1.96,Suécia,Guarda-Redes,N.E.,60,0,,,Aston Villa FC,Premier League,2000000
1249,Jed Steer,29,1.83,Inglaterra,Guarda-Redes,ICM Stellar Sports,2,0,1,esquerdo,Aston Villa FC,Premier League,600000
1250,Diego Carlos,29,1.85,Brasil,Defesa Central,N.E.,6,0,,direito,Aston Villa FC,Premier League,40000000
1251,Tyrone Mings,29,1.96,Inglaterra,Defesa Central,N.E.,17,2,2,esquerdo,Aston Villa FC,Premier League,30000000
1252,Ezri Konsa,24,1.83,Inglaterra,Defesa Central,ICM Stellar Sports,7,1,4,direito,Aston Villa FC,Premier League,22000000
1253,Calum Chambers,27,1.82,Inglaterra,Defesa Central,N.E.,3,0,3,direito,Aston Villa FC,Premier League,10000000
1254,Kortney Hause,26,1.91,Inglaterra,Defesa Central,N.E.,10,0,3,esquerdo,Aston Villa FC,Premier League,4000000
1255,Lucas Digne,28,1.78,França,Lateral Esquerdo,N.E.,46,0,4,,Aston Villa FC,Premier League,25000000
1256,Ashley Young,36,1.75,Inglaterra,Lateral Esquerdo,N.E.,39,7,1,,Aston Villa FC,Premier League,1000000
1257,Matty Cash,24,1.85,Polónia,Lateral Direito,N.E.,7,1,5,direito,Aston Villa FC,Premier League,25000000
1258,Frédéric Guilbert,27,1.78,França,Lateral Direito,N.E.,1,0,1,direito,Aston Villa FC,Premier League,7000000
1259,Douglas Luiz,24,1.77,Brasil,Médio Defensivo,N.E.,5,0,1,direito,Aston Villa FC,Premier League,38000000
1260,Boubacar Kamara,22,1.84,França,Médio Defensivo,N.E.,3,0,5,direito,Aston Villa FC,Premier League,25000000
1261,Marvelous Nakamba,28,1.77,Zimbabué,Médio Defensivo,ICM Stellar Sports,26,0,2,esquerdo,Aston Villa FC,Premier League,7000000
1262,John McGinn,27,1.78,Escócia,Médio Centro,N.E.,48,13,3,esquerdo,Aston Villa FC,Premier League,32000000
1263,Jacob Ramsey,21,1.8,Inglaterra,Médio Centro,Unique Sports Group,4,1,5,direito,Aston Villa FC,Premier League,25000000
1264,Morgan Sanson,27,1.8,França,Médio Centro,N.E.,10,2,3,direito,Aston Villa FC,Premier League,10000000
1265,Carney Chukwuemeka,18,1.85,Inglaterra,Médio Centro,N.E.,11,5,1,direito,Aston Villa FC,Premier League,6000000
1266,Leon Bailey,24,1.78,Jamaica,Extremo Esquerdo,N.E.,17,3,3,esquerdo,Aston Villa FC,Premier League,25000000
1267,Philippe Coutinho,30,1.72,Brasil,Extremo Esquerdo,N.E.,69,21,4,direito,Aston Villa FC,Premier League,20000000
1268,Jaden Philogene-Bidace,20,1.81,Inglaterra,Extremo Esquerdo,N.E.,4,0,2,direito,Aston Villa FC,Premier League,3000000
1269,Emiliano Buendía,25,1.72,Argentina,Extremo Direito,N.E.,1,0,4,direito,Aston Villa FC,Premier League,32000000
1270,Bertrand Traoré,26,1.81,Burkina Faso,Extremo Direito,ICM Stellar Sports,66,13,2,esquerdo,Aston Villa FC,Premier League,16000000
1271,Anwar El Ghazi,27,1.89,Holanda,Extremo Direito,Gestifute,2,0,1,direito,Aston Villa FC,Premier League,9000000
1272,Ollie Watkins,26,1.8,Inglaterra,Ponta de Lança,N.E.,7,2,3,direito,Aston Villa FC,Premier League,35000000
1273,Danny Ings,29,1.77,Inglaterra,Ponta de Lança,N.E.,3,1,2,direito,Aston Villa FC,Premier League,20000000
1274,Cameron Archer,20,1.75,Inglaterra,Ponta de Lança,Unique Sports Group,0,0,3,direito,Aston Villa FC,Premier League,6000000
1275,Keinan Davis,24,1.89,Inglaterra,Ponta de Lança,N.E.,3,2,2,esquerdo,Aston Villa FC,Premier League,2500000
1276,Jordan Pickford,28,1.85,Inglaterra,Guarda-Redes,ICM Stellar Sports,45,0,2,esquerdo,FC Everton,Premier League,20000000
1277,Asmir Begovic,35,1.99,Bósnia-Herzegovina,Guarda-Redes,N.E.,63,0,1,direito,FC Everton,Premier League,1000000
1278,James Tarkowski,29,1.85,Inglaterra,Defesa Central,N.E.,2,0,4,direito,FC Everton,Premier League,22000000
1279,Michael Keane,29,1.88,Inglaterra,Defesa Central,N.E.,12,1,3,direito,FC Everton,Premier League,20000000
1280,Yerry Mina,27,1.95,Colômbia,Defesa Central,N.E.,39,7,1,direito,FC Everton,Premier League,20000000
1281,Ben Godfrey,24,1.84,Inglaterra,Defesa Central,N.E.,2,0,3,direito,FC Everton,Premier League,20000000
1282,Mason Holgate,25,1.87,Inglaterra,Defesa Central,N.E.,6,0,3,direito,FC Everton,Premier League,18000000
1283,Jarrad Branthwaite,20,1.95,Inglaterra,Defesa Central,N.E.,1,0,3,esquerdo,FC Everton,Premier League,3000000
1284,Vitaliy Mykolenko,23,1.8,Ucrânia,Lateral Esquerdo,ProStar,26,1,4,esquerdo,FC Everton,Premier League,18000000
1285,Niels Nkounkou,21,1.8,França,Lateral Esquerdo,N.E.,1,0,1,esquerdo,FC Everton,Premier League,2200000
1286,Nathan Patterson,20,1.89,Escócia,Lateral Direito,N.E.,10,1,5,direito,FC Everton,Premier League,8000000
1287,Seamus Coleman,33,1.77,Irlanda,Lateral Direito,N.E.,65,1,1,,FC Everton,Premier League,3000000
1288,Allan,31,1.75,Brasil,Médio Defensivo,N.E.,10,0,1,direito,FC Everton,Premier League,15000000
1289,Jean-Philippe Gbamin,26,1.86,Costa do Marfim,Médio Defensivo,N.E.,12,0,2,direito,FC Everton,Premier League,9000000
1290,Abdoulaye Doucouré,29,1.83,Mali,Médio Centro,N.E.,2,0,1,direito,FC Everton,Premier League,22000000
1291,André Gomes,28,1.88,Portugal,Médio Centro,N.E.,29,0,2,,FC Everton,Premier League,18000000
1292,Tom Davies,24,1.8,Inglaterra,Médio Centro,N.E.,23,2,1,direito,FC Everton,Premier League,18000000
1293,Dele Alli,26,1.88,Inglaterra,Médio Ofensivo,N.E.,37,3,2,,FC Everton,Premier League,16000000
1294,Demarai Gray,26,1.83,Inglaterra,Extremo Esquerdo,P&P Sport ...,0,0,2,direito,FC Everton,Premier League,22000000
1295,Anthony Gordon,21,1.82,Inglaterra,Extremo Esquerdo,Unique Sports Group,4,3,3,direito,FC Everton,Premier League,20000000
1296,Alex Iwobi,26,1.83,Nigéria,Extremo Esquerdo,N.E.,58,10,2,direito,FC Everton,Premier League,18000000
1297,Andros Townsend,30,1.81,Inglaterra,Extremo Direito,Unique Sports Group,13,3,1,,FC Everton,Premier League,5000000
1298,Dominic Calvert-Lewin,25,1.89,Inglaterra,Ponta de Lança,11WINS,11,4,3,direito,FC Everton,Premier League,40000000
1299,Salomón Rondón,32,1.86,Venezuela,Ponta de Lança,N.E.,89,35,1,direito,FC Everton,Premier League,2500000
1300,Alphonse Areola,29,1.95,França,Guarda-Redes,N.E.,3,0,5,,West Ham United,Premier League,8000000
1301,Lukasz Fabianski,37,1.9,Polónia,Guarda-Redes,N.E.,57,0,1,,West Ham United,Premier League,1000000
1302,Darren Randolph,35,1.87,Irlanda,Guarda-Redes,Unique Sports Group,50,0,1,,West Ham United,Premier League,800000
1303,Kurt Zouma,27,1.9,França,Defesa Central,N.E.,11,1,3,direito,West Ham United,Premier League,28000000
1304,Nayef Aguerd,26,1.88,Marrocos,Defesa Central,N.E.,25,1,5,esquerdo,West Ham United,Premier League,12000000
1305,Issa Diop,25,1.94,França,Defesa Central,N.E.,6,0,1,direito,West Ham United,Premier League,10000000
1306,Craig Dawson,32,1.88,Inglaterra,Defesa Central,Unique Sports Group,16,6,1,direito,West Ham United,Premier League,3000000
1307,Angelo Ogbonna,34,1.91,Itália,Defesa Central,N.E.,13,0,0,,West Ham United,Premier League,1200000
1308,Arthur Masuaku,28,1.79,RD do Congo,Lateral Esquerdo,Sport Cover,11,1,2,esquerdo,West Ham United,Premier League,5000000
1309,Aaron Cresswell,32,1.7,Inglaterra,Lateral Esquerdo,Unique Sports Group,3,0,1,esquerdo,West Ham United,Premier League,3000000
1310,Vladimir Coufal,29,1.79,República Checa,Lateral Direito,N.E.,30,1,1,direito,West Ham United,Premier League,12000000
1311,Ben Johnson,22,1.84,Inglaterra,Lateral Direito,N.E.,1,0,2,direito,West Ham United,Premier League,9000000
1312,Declan Rice,23,1.88,Inglaterra,Médio Defensivo,N.E.,32,2,2,direito,West Ham United,Premier League,80000000
1313,Tomas Soucek,27,1.92,República Checa,Médio Defensivo,N.E.,52,9,2,direito,West Ham United,Premier League,45000000
1314,Conor Coventry,22,1.77,Irlanda,Médio Defensivo,N.E.,26,3,1,direito,West Ham United,Premier League,500000
1315,Flynn Downes,23,1.78,Inglaterra,Médio Centro,N.E.,6,0,5,direito,West Ham United,Premier League,2000000
1316,Pablo Fornals,26,1.78,Espanha,Médio Ofensivo,N.E.,6,1,2,direito,West Ham United,Premier League,22000000
1317,Nikola Vlasic,24,1.78,Croácia,Médio Ofensivo,N.E.,39,7,4,direito,West Ham United,Premier League,22000000
1318,Manuel Lanzini,29,1.67,Argentina,Médio Ofensivo,N.E.,5,1,1,direito,West Ham United,Premier League,12000000
1319,Saïd Benrahma,26,1.72,Argélia,Extremo Esquerdo,N.E.,17,1,4,direito,West Ham United,Premier League,25000000
1320,Jarrod Bowen,25,1.82,Inglaterra,Extremo Direito,N.E.,4,0,3,esquerdo,West Ham United,Premier League,42000000
1321,Michail Antonio,32,1.8,Jamaica,Ponta de Lança,Unique Sports Group,6,3,2,direito,West Ham United,Premier League,10000000
1322,Nick Pope,30,1.98,Inglaterra,Guarda-Redes,ICM Stellar Sports,8,0,4,direito,Newcastle United,Premier League,15000000
1323,Martin Dubravka,33,1.91,Eslováquia,Guarda-Redes,SPOCS Global Sports,29,0,3,,Newcastle United,Premier League,4000000
1324,Karl Darlow,31,1.9,Inglaterra,Guarda-Redes,Unique Sports Group,,,3,direito,Newcastle United,Premier League,2500000
1325,Mark Gillespie,30,1.91,Inglaterra,Guarda-Redes,N.E.,,,1,direito,Newcastle United,Premier League,300000
1326,Sven Botman,22,1.95,Holanda,Defesa Central,N.E.,12,2,5,esquerdo,Newcastle United,Premier League,30000000
1327,Dan Burn,30,2.01,Inglaterra,Defesa Central,N.E.,,,2,esquerdo,Newcastle United,Premier League,12000000
1328,Jamaal Lascelles,28,1.88,Inglaterra,Defesa Central,Unique Sports Group,2,0,2,direito,Newcastle United,Premier League,10000000
1329,Fabian Schär,30,1.86,Suiça,Defesa Central,Sports360 GmbH,71,8,2,,Newcastle United,Premier League,7000000
1330,Ciaran Clark,32,1.88,Irlanda,Defesa Central,ICM Stellar Sports,36,2,1,,Newcastle United,Premier League,1800000
1331,Federico Fernández,33,1.9,Argentina,Defesa Central,N.E.,32,3,1,direito,Newcastle United,Premier League,1500000
1332,Matt Targett,26,1.83,Inglaterra,Lateral Esquerdo,N.E.,13,0,4,esquerdo,Newcastle United,Premier League,17000000
1333,Jamal Lewis,24,1.78,Irlanda do Norte,Lateral Esquerdo,N.E.,23,0,3,esquerdo,Newcastle United,Premier League,10000000
1334,Matt Ritchie,32,1.73,Escócia,Lateral Esquerdo,N.E.,16,3,1,esquerdo,Newcastle United,Premier League,1800000
1335,Paul Dummett,30,1.83,País de Gales,Lateral Esquerdo,Unique Sports Group,5,0,1,,Newcastle United,Premier League,1500000
1336,Kieran Trippier,31,1.73,Inglaterra,Lateral Direito,N.E.,37,1,2,direito,Newcastle United,Premier League,15000000
1337,Emil Krafth,27,1.84,Suécia,Lateral Direito,N.E.,42,0,1,direito,Newcastle United,Premier League,5000000
1338,Javier Manquillo,28,1.78,Espanha,Lateral Direito,ICM Stellar Sports,7,0,2,direito,Newcastle United,Premier League,3000000
1339,Bruno Guimarães,24,1.82,Brasil,Médio Defensivo,N.E.,8,1,4,direito,Newcastle United,Premier League,40000000
1340,Joe Willock,22,1.86,Inglaterra,Médio Centro,N.E.,4,0,5,direito,Newcastle United,Premier League,22000000
1341,Sean Longstaff,24,1.81,Inglaterra,Médio Centro,N.E.,,,3,direito,Newcastle United,Premier League,13000000
1342,Jonjo Shelvey,30,1.84,Inglaterra,Médio Centro,ICM Stellar Sports,6,0,1,direito,Newcastle United,Premier League,10000000
1343,Jeff Hendrick,30,1.85,Irlanda,Médio Centro,N.E.,74,2,2,,Newcastle United,Premier League,5000000
1344,Matty Longstaff,22,1.71,Inglaterra,Médio Centro,N.E.,2,0,1,direito,Newcastle United,Premier League,1800000
1345,Joelinton,25,1.86,Brasil,Médio Ofensivo,ROGON,4,2,3,direito,Newcastle United,Premier League,20000000
1346,Miguel Almirón,28,1.74,Paraguai,Médio Ofensivo,N.E.,41,3,2,esquerdo,Newcastle United,Premier League,16000000
1347,Allan Saint-Maximin,25,1.73,França,Extremo Esquerdo,N.E.,7,0,4,direito,Newcastle United,Premier League,32000000
1348,Ryan Fraser,28,1.63,Escócia,Extremo Esquerdo,N.E.,21,4,3,direito,Newcastle United,Premier League,10000000
1349,Jacob Murphy,27,1.73,Inglaterra,Extremo Direito,N.E.,6,1,5,direito,Newcastle United,Premier League,5000000
